Node	Cluster	Color	Origin
Coxson HO	1	#8DD3C7	Author
Curran-Everett D	1	#8DD3C7	Author
Dy JG	1	#8DD3C7	Author
Hoffman EA	1	#8DD3C7	Author
Ortega VE	1	#8DD3C7	Author
Prokopenko D	1	#8DD3C7	Author
Saferali A	1	#8DD3C7	Author
Tobin MD	1	#8DD3C7	Author
Ash SY	1	#8DD3C7	Author
Yun JH	1	#8DD3C7	Author
Allen RJ	1	#8DD3C7	Author
Bueno R	1	#8DD3C7	Author
Aspelund T	1	#8DD3C7	Author
Araki T	1	#8DD3C7	Author
Harris SE	1	#8DD3C7	Author
Hao K	1	#8DD3C7	Author
Hida T	1	#8DD3C7	Author
Gyllensten U	1	#8DD3C7	Author
Kahonen M	1	#8DD3C7	Author
Jackson VE	1	#8DD3C7	Author
Joubert P	1	#8DD3C7	Author
Nickle DC	1	#8DD3C7	Author
Marten J	1	#8DD3C7	Author
Konigsberg IR	1	#8DD3C7	Author
Neal WK,	1	#8DD3C7	Author
Choi B	1	#8DD3C7	Author
Fingerlin TE	1	#8DD3C7	Author
Bowler R	1	#8DD3C7	Author
Cho M	1	#8DD3C7	Author
Dy J	1	#8DD3C7	Author
Martinez FJ	1	#8DD3C7	Author
McDonald ML	1	#8DD3C7	Author
McDonald MN	1	#8DD3C7	Author
Miller BE	1	#8DD3C7	Author
Ryu MH	1	#8DD3C7	Author
Sciurba F	1	#8DD3C7	Author
Sciurba FC	1	#8DD3C7	Author
Sayers I	1	#8DD3C7	Author
Postma DS	1	#8DD3C7	Author
Washko GR	1	#8DD3C7	Author
Bailey WC	1	#8DD3C7	Author
Batini C	1	#8DD3C7	Author
Balasubramanian A	1	#8DD3C7	Author
Brown KK	1	#8DD3C7	Author
Axelsson GT	1	#8DD3C7	Author
Busch R	1	#8DD3C7	Author
Enroth S	1	#8DD3C7	Author
Gudmundsson EF	1	#8DD3C7	Author
Guyatt AL	1	#8DD3C7	Author
Galban CJ	1	#8DD3C7	Author
Fawzy A	1	#8DD3C7	Author
El-Chemaly S	1	#8DD3C7	Author
Gregory A	1	#8DD3C7	Author
de Jong K	1	#8DD3C7	Author
Foreman MG	1	#8DD3C7	Author
Fawcett KA	1	#8DD3C7	Author
Hino T	1	#8DD3C7	Author
Gillenwater LA	1	#8DD3C7	Author
Karrasch S	1	#8DD3C7	Author
Kim DK	1	#8DD3C7	Author
Kerr SM	1	#8DD3C7	Author
Jin J	1	#8DD3C7	Author
Lahousse L	1	#8DD3C7	Author
Humphries S	1	#8DD3C7	Author
Lowe KE	1	#8DD3C7	Author
MacIntyre NR	1	#8DD3C7	Author
Lederer DJ	1	#8DD3C7	Author
Marchetti N	1	#8DD3C7	Author
Litkowski EM	1	#8DD3C7	Author
Liu W	1	#8DD3C7	Author
Ngo D	1	#8DD3C7	Author
Boriek AM	1	#8DD3C7	Author
Gupta N	1	#8DD3C7	Author
Harmouche R	1	#8DD3C7	Author
Celli BR	1	#8DD3C7	Author
Estepar RS	1	#8DD3C7	Author
Fortis S	1	#8DD3C7	Author
Gentili M	1	#8DD3C7	Author
Hokanson J	1	#8DD3C7	Author
Kim WJ	1	#8DD3C7	Author
Koo HK	1	#8DD3C7	Author
Laird NM	1	#8DD3C7	Author
Lee JH	1	#8DD3C7	Author
Make B	1	#8DD3C7	Author
Newell JD Jr	1	#8DD3C7	Author
Pare PD	1	#8DD3C7	Author
Polverino F	1	#8DD3C7	Author
Schulz H	1	#8DD3C7	Author
Seo M	1	#8DD3C7	Author
Probst-Hensch NM	1	#8DD3C7	Author
Porszasz J	1	#8DD3C7	Author
Sparrow D	1	#8DD3C7	Author
Smith BH	1	#8DD3C7	Author
Sin DD	1	#8DD3C7	Author
Song K	1	#8DD3C7	Author
Stubbe B	1	#8DD3C7	Author
Tal-Singer R	1	#8DD3C7	Author
Timmers PRHJ	1	#8DD3C7	Author
Wain LV	1	#8DD3C7	Author
Wan ES	1	#8DD3C7	Author
Wang XW	1	#8DD3C7	Author
Wielscher M	1	#8DD3C7	Author
McCormack MC	1	#8DD3C7	Author
Vestbo J	1	#8DD3C7	Author
Sliwinski P	1	#8DD3C7	Author
Wise R	1	#8DD3C7	Author
Zeggini E	1	#8DD3C7	Author
Kechris K	1	#8DD3C7	Author
Abdel-Hafiz M	1	#8DD3C7	Author
Ampleford EJ	1	#8DD3C7	Author
Barjaktarevic I	1	#8DD3C7	Author
Brightling C	1	#8DD3C7	Author
Benos PV	1	#8DD3C7	Author
Brandsma CA	1	#8DD3C7	Author
Belinsky SA	1	#8DD3C7	Author
Bernstein EJ	1	#8DD3C7	Author
Chang Y	1	#8DD3C7	Author
Charbonnier JP	1	#8DD3C7	Author
Cook JP	1	#8DD3C7	Author
Dudbridge F	1	#8DD3C7	Author
Bodduluri S	1	#8DD3C7	Author
Comellas A	1	#8DD3C7	Author
Flaherty K	1	#8DD3C7	Author
Erzurumluoglu AM	1	#8DD3C7	Author
Flexeder C	1	#8DD3C7	Author
Gao W	1	#8DD3C7	Author
Gabriel SB	1	#8DD3C7	Author
Anzueto A	1	#8DD3C7	Author
Hansell AL	1	#8DD3C7	Author
Hall RJ	1	#8DD3C7	Author
Belloni P	1	#8DD3C7	Author
Christenson SA	1	#8DD3C7	Author
Gilmore N	1	#8DD3C7	Author
Hanania NA	1	#8DD3C7	Author
Butterworth AS	1	#8DD3C7	Author
Donner CF	1	#8DD3C7	Author
Hill D	1	#8DD3C7	Author
Budoff MJ	1	#8DD3C7	Author
Estepar RSJ	1	#8DD3C7	Author
Doyle TJ	1	#8DD3C7	Author
Hubbard RB	1	#8DD3C7	Author
Granell R	1	#8DD3C7	Author
John C	1	#8DD3C7	Author
Julienne H	1	#8DD3C7	Author
Jacobson S	1	#8DD3C7	Author
Hawrylkiewicz I	1	#8DD3C7	Author
Kanaan-Izquierdo S	1	#8DD3C7	Author
Khokhlovich E	1	#8DD3C7	Author
Latourelle JC	1	#8DD3C7	Author
Jenkins RG	1	#8DD3C7	Author
Hawkins GA	1	#8DD3C7	Author
Levy RD	1	#8DD3C7	Author
Lee MK	1	#8DD3C7	Author
Guo C	1	#8DD3C7	Author
de Jong PA	1	#8DD3C7	Author
Jensen RL	1	#8DD3C7	Author
Ma SF	1	#8DD3C7	Author
Hoth KF	1	#8DD3C7	Author
Debban CL	1	#8DD3C7	Author
Maher TM	1	#8DD3C7	Author
Kazerooni EA	1	#8DD3C7	Author
Limper AH	1	#8DD3C7	Author
Hu X	1	#8DD3C7	Author
Lee J	1	#8DD3C7	Author
Liu M	1	#8DD3C7	Author
Kim JS	1	#8DD3C7	Author
Loureiro J	1	#8DD3C7	Author
Morris M	1	#8DD3C7	Author
Miller ER	1	#8DD3C7	Author
Lamontagne M	1	#8DD3C7	Author
Noth I	1	#8DD3C7	Author
Neal W,	1	#8DD3C7	Author
Oldham JM	1	#8DD3C7	Author
Palviainen T	1	#8DD3C7	Author
Packer R	1	#8DD3C7	Author
Manichaikul AW	1	#8DD3C7	Author
Peters SP	1	#8DD3C7	Author
Petrache I	1	#8DD3C7	Author
Porteous DJ	1	#8DD3C7	Author
Menon AA	1	#8DD3C7	Author
Podolanczuk AJ	1	#8DD3C7	Author
Pinto-Plata V	1	#8DD3C7	Author
Martinez CH	1	#8DD3C7	Author
Mohamed Hoesein FAA	1	#8DD3C7	Author
Pompe E	1	#8DD3C7	Author
Rahaghi FN	1	#8DD3C7	Author
Rawal R	1	#8DD3C7	Author
Paynton ML	1	#8DD3C7	Author
Reeve NF	1	#8DD3C7	Author
Nakhmani A	1	#8DD3C7	Author
Cloonan SM	1	#8DD3C7	Author
Fuhlbrigge AL	1	#8DD3C7	Author
Gregg RW	1	#8DD3C7	Author
Halper-Stromberg E	1	#8DD3C7	Author
Han M	1	#8DD3C7	Author
Hardin ME	1	#8DD3C7	Author
Hersh C	1	#8DD3C7	Author
Kim K	1	#8DD3C7	Author
Lu R	1	#8DD3C7	Author
Martini L	1	#8DD3C7	Author
Masoomi A	1	#8DD3C7	Author
Pavuluri C	1	#8DD3C7	Author
Petersen H	1	#8DD3C7	Author
Rennard S	1	#8DD3C7	Author
Rose JA	1	#8DD3C7	Author
Sandhaus RA	1	#8DD3C7	Author
Sauler M	1	#8DD3C7	Author
Laurie C	1	#8DD3C7	Author
Putcha N	1	#8DD3C7	Author
Suhre K	1	#8DD3C7	Author
Surakka I	1	#8DD3C7	Author
Strand MJ	1	#8DD3C7	Author
Laviolette M	1	#8DD3C7	Author
Strand M	1	#8DD3C7	Author
Terzikhan N	1	#8DD3C7	Author
Tesfaigzi Y	1	#8DD3C7	Author
van den Berge M	1	#8DD3C7	Author
Vargas LB	1	#8DD3C7	Author
Murray S	1	#8DD3C7	Author
Sanchez-Ferrero GV	1	#8DD3C7	Author
van Beek EJ	1	#8DD3C7	Author
Vasankari T	1	#8DD3C7	Author
Kim YI	1	#8DD3C7	Author
Safo SE	1	#8DD3C7	Author
Wells JM	1	#8DD3C7	Author
Weiss S	1	#8DD3C7	Author
Stringer WW	1	#8DD3C7	Author
Suryadevara R	1	#8DD3C7	Author
Xu H	1	#8DD3C7	Author
Kim EY	1	#8DD3C7	Author
Lee C	1	#8DD3C7	Author
Wise RA	1	#8DD3C7	Author
Washko G	1	#8DD3C7	Author
Zhuang Y	1	#8DD3C7	Author
Wan E	1	#8DD3C7	Author
Wendt CH	1	#8DD3C7	Author
Wilson C	1	#8DD3C7	Author
Woodruff PG	1	#8DD3C7	Author
Wouters EF	1	#8DD3C7	Author
Wyss AB	1	#8DD3C7	Author
Yim JJ	1	#8DD3C7	Author
Yun J	1	#8DD3C7	Author
Ziniti J	1	#8DD3C7	Author
Ziyatdinov A	1	#8DD3C7	Author
Faner R	1	#8DD3C7	Author
Ghosh A	1	#8DD3C7	Author
Hatt CR	1	#8DD3C7	Author
Kirby M	1	#8DD3C7	Author
Koskela JT	1	#8DD3C7	Author
Nedeljkovic I	1	#8DD3C7	Author
Rahman I	1	#8DD3C7	Author
Regan E	1	#8DD3C7	Author
Reisdorph N	1	#8DD3C7	Author
Rossiter HB	1	#8DD3C7	Author
Sanders JL	1	#8DD3C7	Author
Strange C	1	#8DD3C7	Author
Tern C	1	#8DD3C7	Author
Thareja G	1	#8DD3C7	Author
Timens W	1	#8DD3C7	Author
Tracy R	1	#8DD3C7	Author
van Rikxoort EM	1	#8DD3C7	Author
Vu T	1	#8DD3C7	Author
Wang JM	1	#8DD3C7	Author
Wang XQ	1	#8DD3C7	Author
Yang IV	1	#8DD3C7	Author
Zhou J	1	#8DD3C7	Author
Chan AT	2	#FFFFB3	Author
Campbell PT	2	#FFFFB3	Author
Berndt SI	2	#FFFFB3	Author
Hoffmeister M	2	#FFFFB3	Author
Hsu L	2	#FFFFB3	Author
Newcomb PA	2	#FFFFB3	Author
Buchanan DD	2	#FFFFB3	Author
Jenkins MA	2	#FFFFB3	Author
Moreno V	2	#FFFFB3	Author
Cao Y	2	#FFFFB3	Author
Harrison TA	2	#FFFFB3	Author
Gunter MJ	2	#FFFFB3	Author
Li L	2	#FFFFB3	Author
Figueiredo JC	2	#FFFFB3	Author
Gruber SB	2	#FFFFB3	Author
Peters U	2	#FFFFB3	Author
Huyghe JR	2	#FFFFB3	Author
White E	2	#FFFFB3	Author
Gallinger S	2	#FFFFB3	Author
Casey G	2	#FFFFB3	Author
Lin Y	2	#FFFFB3	Author
Sakoda LC	2	#FFFFB3	Author
Slattery ML	2	#FFFFB3	Author
Murphy N	2	#FFFFB3	Author
Ulrich CM	2	#FFFFB3	Author
Gsur A	2	#FFFFB3	Author
Potter JD	2	#FFFFB3	Author
Schoen RE	2	#FFFFB3	Author
Bezieau S	2	#FFFFB3	Author
Joshi AD	2	#FFFFB3	Author
Phipps AI	2	#FFFFB3	Author
Qu C	2	#FFFFB3	Author
Woods MO	2	#FFFFB3	Author
Bishop DT	2	#FFFFB3	Author
Bien SA	2	#FFFFB3	Author
Keku TO	2	#FFFFB3	Author
Platz EA	2	#FFFFB3	Author
Visvanathan K	2	#FFFFB3	Author
Weinstein SJ	2	#FFFFB3	Author
Van Guelpen B	2	#FFFFB3	Author
Harlid S	2	#FFFFB3	Author
Huang WY	2	#FFFFB3	Author
Hampe J	2	#FFFFB3	Author
Li CI	2	#FFFFB3	Author
Hudson TJ	2	#FFFFB3	Author
Obon-Santacana M	2	#FFFFB3	Author
Schafmayer C	2	#FFFFB3	Author
van Duijnhoven FJB	2	#FFFFB3	Author
Tsilidis KK	2	#FFFFB3	Author
Hampel H	2	#FFFFB3	Author
Hayes RB	2	#FFFFB3	Author
Gauderman WJ	2	#FFFFB3	Author
Martin V	2	#FFFFB3	Author
Cotterchio M	2	#FFFFB3	Author
Su YR	2	#FFFFB3	Author
Larsson SC	2	#FFFFB3	Author
Vodicka P	2	#FFFFB3	Author
Sun W	2	#FFFFB3	Author
Banbury BL	2	#FFFFB3	Author
Dimou N	2	#FFFFB3	Author
Drew DA	2	#FFFFB3	Author
Kweon SS	2	#FFFFB3	Author
Lindor NM	2	#FFFFB3	Author
Schmit SL	2	#FFFFB3	Author
Onland-Moret NC	2	#FFFFB3	Author
Vodickova L	2	#FFFFB3	Author
Carreras-Torres R	2	#FFFFB3	Author
Castellvi-Bel S	2	#FFFFB3	Author
Haile RW	2	#FFFFB3	Author
Hidaka A	2	#FFFFB3	Author
Kuhn T	2	#FFFFB3	Author
Kundaje A	2	#FFFFB3	Author
Pai RK	2	#FFFFB3	Author
Ose J	2	#FFFFB3	Author
Cross AJ	2	#FFFFB3	Author
Aglago EK	2	#FFFFB3	Author
Baron JA	2	#FFFFB3	Author
Alwers E	2	#FFFFB3	Author
Caan BJ	2	#FFFFB3	Author
Carlson CS	2	#FFFFB3	Author
French AJ	2	#FFFFB3	Author
Georgeson P	2	#FFFFB3	Author
Doheny KF	2	#FFFFB3	Author
Duggan D	2	#FFFFB3	Author
Gallinger SJ	2	#FFFFB3	Author
Lewinger JP	2	#FFFFB3	Author
Lee SC	2	#FFFFB3	Author
Lynch BM	2	#FFFFB3	Author
Lemire M	2	#FFFFB3	Author
Newton CC	2	#FFFFB3	Author
Chirlaque MD	2	#FFFFB3	Author
Nan H	2	#FFFFB3	Author
Marchand LL	2	#FFFFB3	Author
Papadimitriou N	2	#FFFFB3	Author
Prentice RL	2	#FFFFB3	Author
Scacheri PC	2	#FFFFB3	Author
Shcherbina A	2	#FFFFB3	Author
Steinfelder RS	2	#FFFFB3	Author
Thomas DC	2	#FFFFB3	Author
Trichopoulou A	2	#FFFFB3	Author
Stadler ZK	2	#FFFFB3	Author
Um CY	2	#FFFFB3	Author
Berndt S	2	#FFFFB3	Author
Amitay EL	2	#FFFFB3	Author
Brezina S	2	#FFFFB3	Author
Butterbach K	2	#FFFFB3	Author
Burnett-Hartman A	2	#FFFFB3	Author
de la Chapelle A	2	#FFFFB3	Author
Diez-Obrero V	2	#FFFFB3	Author
Connolly CM	2	#FFFFB3	Author
Feskens EJM	2	#FFFFB3	Author
Chen S	2	#FFFFB3	Author
Chen X	2	#FFFFB3	Author
Edlund CK	2	#FFFFB3	Author
English DR	2	#FFFFB3	Author
Gala M	2	#FFFFB3	Author
Joshu CE	2	#FFFFB3	Author
Kim AE	2	#FFFFB3	Author
Kury S	2	#FFFFB3	Author
McNeil CE	2	#FFFFB3	Author
Melas M	2	#FFFFB3	Author
Jacobs EJ	2	#FFFFB3	Author
Matsuda K	2	#FFFFB3	Author
Gong J	2	#FFFFB3	Author
Nickerson DA	2	#FFFFB3	Author
Parfrey PS	2	#FFFFB3	Author
Pearlman R	2	#FFFFB3	Author
Peoples AR	2	#FFFFB3	Author
Pugh E	2	#FFFFB3	Author
Ruiz-Narvaez E	2	#FFFFB3	Author
Seminara D	2	#FFFFB3	Author
Tian Y	2	#FFFFB3	Author
Scherer D	2	#FFFFB3	Author
Shin MH	2	#FFFFB3	Author
van Guelpen B	2	#FFFFB3	Author
Tumino R	2	#FFFFB3	Author
Vymetalkova V	2	#FFFFB3	Author
Win AK	2	#FFFFB3	Author
Trinh QM	2	#FFFFB3	Author
Wang J	2	#FFFFB3	Author
Agnoli C	2	#FFFFB3	Author
Baurley JW	2	#FFFFB3	Author
Banbury B	2	#FFFFB3	Author
Boeing H	2	#FFFFB3	Author
Borozan I	2	#FFFFB3	Author
Ahn YO	2	#FFFFB3	Author
Budiarto A	2	#FFFFB3	Author
Bergmann MM	2	#FFFFB3	Author
Borges MC	2	#FFFFB3	Author
Devall M	2	#FFFFB3	Author
Curtis KR	2	#FFFFB3	Author
Drew D	2	#FFFFB3	Author
Farris AB	2	#FFFFB3	Author
Ardanaz E	2	#FFFFB3	Author
Guinter MA	2	#FFFFB3	Author
Grady WM	2	#FFFFB3	Author
Idos GE	2	#FFFFB3	Author
Jee SH	2	#FFFFB3	Author
Jia WH	2	#FFFFB3	Author
Kawaguchi ES	2	#FFFFB3	Author
Jung KJ	2	#FFFFB3	Author
Kim DH	2	#FFFFB3	Author
Kang HM	2	#FFFFB3	Author
Kampman E	2	#FFFFB3	Author
Kim A	2	#FFFFB3	Author
Kim HR	2	#FFFFB3	Author
Jenab M	2	#FFFFB3	Author
Jiao S	2	#FFFFB3	Author
Laskar RS	2	#FFFFB3	Author
Masala G	2	#FFFFB3	Author
Moratalla-Navarro F	2	#FFFFB3	Author
Mandic M	2	#FFFFB3	Author
Morrison J	2	#FFFFB3	Author
Leal SM	2	#FFFFB3	Author
Myte R	2	#FFFFB3	Author
Harrison T	2	#FFFFB3	Author
Oh JH	2	#FFFFB3	Author
Pardini B	2	#FFFFB3	Author
Pardamean B	2	#FFFFB3	Author
Palli D	2	#FFFFB3	Author
Khankari NK	2	#FFFFB3	Author
Oze I	2	#FFFFB3	Author
Perduca V	2	#FFFFB3	Author
Rodriguez-Barranco M	2	#FFFFB3	Author
Ren Z	2	#FFFFB3	Author
Shelford T	2	#FFFFB3	Author
Shin A	2	#FFFFB3	Author
Shulman K	2	#FFFFB3	Author
Smith JD	2	#FFFFB3	Author
Perez-Cornago A	2	#FFFFB3	Author
Steinfelder R	2	#FFFFB3	Author
Thomas CE	2	#FFFFB3	Author
Thomas SS	2	#FFFFB3	Author
Sieri S	2	#FFFFB3	Author
Tanikawa C	2	#FFFFB3	Author
Mehta R	2	#FFFFB3	Author
Weigl K	2	#FFFFB3	Author
Wen W	2	#FFFFB3	Author
Williams AC	2	#FFFFB3	Author
Zaidi SH	2	#FFFFB3	Author
Jovani M	2	#FFFFB3	Author
Kedrin D	2	#FFFFB3	Author
Luo X	2	#FFFFB3	Author
Markowitz SD	2	#FFFFB3	Author
Morrison JL	2	#FFFFB3	Author
Hu FB	3	#BEBADA	Author
Buring JE	3	#BEBADA	Author
Polasek O	3	#BEBADA	Author
Vitart V	3	#BEBADA	Author
Chen Z	3	#BEBADA	Author
Ahearn TU	3	#BEBADA	Author
Martin NG	3	#BEBADA	Author
Launer LJ	3	#BEBADA	Author
Teras LR	3	#BEBADA	Author
Joshi PK	3	#BEBADA	Author
Boomsma DI	3	#BEBADA	Author
Hottenga JJ	3	#BEBADA	Author
Thompson DJ	3	#BEBADA	Author
Campbell A	3	#BEBADA	Author
Franceschini N	3	#BEBADA	Author
Kolcic I	3	#BEBADA	Author
Noordam R	3	#BEBADA	Author
Rosendaal FR	3	#BEBADA	Author
Palotie A	3	#BEBADA	Author
Lin K	3	#BEBADA	Author
Pennell CE	3	#BEBADA	Author
Walters RG	3	#BEBADA	Author
Willemsen G	3	#BEBADA	Author
Ciullo M	3	#BEBADA	Author
Cucca F	3	#BEBADA	Author
Broer L	3	#BEBADA	Author
Gudbjartsson DF	3	#BEBADA	Author
Hoppe R	3	#BEBADA	Author
Lacey JV	3	#BEBADA	Author
Kamatani Y	3	#BEBADA	Author
Lunetta KL	3	#BEBADA	Author
Lawlor DA	3	#BEBADA	Author
Medland SE	3	#BEBADA	Author
Murray A	3	#BEBADA	Author
Robino A	3	#BEBADA	Author
Ruggiero D	3	#BEBADA	Author
Toniolo D	3	#BEBADA	Author
Ulivi S	3	#BEBADA	Author
Millwood IY	3	#BEBADA	Author
Alizadeh BZ	3	#BEBADA	Author
Crisponi L	3	#BEBADA	Author
Demerath EW	3	#BEBADA	Author
Brien KM,	3	#BEBADA	Author
He C	3	#BEBADA	Author
Karasik D	3	#BEBADA	Author
Kentistou KA	3	#BEBADA	Author
Karlsson R	3	#BEBADA	Author
Meisinger C	3	#BEBADA	Author
Nutile T	3	#BEBADA	Author
Meitinger T	3	#BEBADA	Author
Perry JRB	3	#BEBADA	Author
Porcu E	3	#BEBADA	Author
Obi N	3	#BEBADA	Author
Stockl D	3	#BEBADA	Author
Sulem P	3	#BEBADA	Author
Schmidt CO	3	#BEBADA	Author
Timpson NJ	3	#BEBADA	Author
Volzke H	3	#BEBADA	Author
Wang CA	3	#BEBADA	Author
Widen E	3	#BEBADA	Author
Bergmann S	3	#BEBADA	Author
Girotto G	3	#BEBADA	Author
Hakonarson H	3	#BEBADA	Author
Horikoshi M	3	#BEBADA	Author
Johansson S	3	#BEBADA	Author
Khusnutdinova EK	3	#BEBADA	Author
Arnold AM	3	#BEBADA	Author
Lind PA	3	#BEBADA	Author
Magnusson PKE	3	#BEBADA	Author
Nohr EA	3	#BEBADA	Author
Liu X	3	#BEBADA	Author
Ring SM	3	#BEBADA	Author
Pozarickij A	3	#BEBADA	Author
Ruth KS	3	#BEBADA	Author
Sala C	3	#BEBADA	Author
Stankovic S	3	#BEBADA	Author
Sorice R	3	#BEBADA	Author
Small K	3	#BEBADA	Author
Terao C	3	#BEBADA	Author
van der Most PJ	3	#BEBADA	Author
van Dijk KW	3	#BEBADA	Author
Sovio U	3	#BEBADA	Author
Tikkanen E	3	#BEBADA	Author
Uitterlinden A	3	#BEBADA	Author
Bradfield JP	3	#BEBADA	Author
Bratland E	3	#BEBADA	Author
Busch AS	3	#BEBADA	Author
Concas MP	3	#BEBADA	Author
Corre T	3	#BEBADA	Author
Cousminer DL	3	#BEBADA	Author
Boxall R	3	#BEBADA	Author
Erikstrup C	3	#BEBADA	Author
Farooqi IS	3	#BEBADA	Author
Fernandez-Rhodes L	3	#BEBADA	Author
Ferreli L	3	#BEBADA	Author
Franke LH	3	#BEBADA	Author
Gardner EJ	3	#BEBADA	Author
Hart RJ	3	#BEBADA	Author
Helgason H	3	#BEBADA	Author
Hickey M	3	#BEBADA	Author
Balkau B	3	#BEBADA	Author
Grove ML	3	#BEBADA	Author
Huang-Doran I	3	#BEBADA	Author
Hysi P	3	#BEBADA	Author
Jernstrom H	3	#BEBADA	Author
Juul A	3	#BEBADA	Author
Kaisinger LR	3	#BEBADA	Author
Manousaki D	3	#BEBADA	Author
Messina A	3	#BEBADA	Author
Ostrowski SR	3	#BEBADA	Author
Jeong A	3	#BEBADA	Author
Jonsdottir I	3	#BEBADA	Author
Njolstad P	3	#BEBADA	Author
Pedersen OB	3	#BEBADA	Author
Petricek KM	3	#BEBADA	Author
Pianigiani G	3	#BEBADA	Author
Pitteloud N	3	#BEBADA	Author
Pouta A	3	#BEBADA	Author
Sala CF	3	#BEBADA	Author
Schipf S	3	#BEBADA	Author
Spedicati B	3	#BEBADA	Author
Sly PD	3	#BEBADA	Author
Sudlow C	3	#BEBADA	Author
Traglia M	3	#BEBADA	Author
Vaudel M	3	#BEBADA	Author
Visser JA	3	#BEBADA	Author
Yazdanpanah M	3	#BEBADA	Author
Yazdanpanah N	3	#BEBADA	Author
Zemel BS	3	#BEBADA	Author
Zhao Y	3	#BEBADA	Author
Zouaghi Y	3	#BEBADA	Author
Zygmunt M	3	#BEBADA	Author
Keller M	3	#BEBADA	Author
Qian F	3	#BEBADA	Author
Vivo I	3	#BEBADA	Author
Litonjua AA	4	#FB8072	Author
Kelly RS	4	#FB8072	Author
Lasky-Su J	4	#FB8072	Author
Tantisira KG	4	#FB8072	Author
McGeachie MJ	4	#FB8072	Author
Celedon JC	4	#FB8072	Author
Kho AT	4	#FB8072	Author
Kachroo P	4	#FB8072	Author
Lasky-Su JA	4	#FB8072	Author
Mirzakhani H	4	#FB8072	Author
Chu SH	4	#FB8072	Author
Chen Y	4	#FB8072	Author
Bisgaard H	4	#FB8072	Author
Dahlin A	4	#FB8072	Author
Lee-Sarwar KA	4	#FB8072	Author
Prince N	4	#FB8072	Author
Stokholm J	4	#FB8072	Author
Weiss ST	4	#FB8072	Author
Huang M	4	#FB8072	Author
Chawes BL	4	#FB8072	Author
Sordillo JE	4	#FB8072	Author
Tantisira K	4	#FB8072	Author
Tiwari A	4	#FB8072	Author
Sharma R	4	#FB8072	Author
Wang AL	4	#FB8072	Author
Begum S	4	#FB8072	Author
Laranjo N	4	#FB8072	Author
Chawes B	4	#FB8072	Author
Carey VJ	4	#FB8072	Author
Maiorino E	4	#FB8072	Author
McGeachie M	4	#FB8072	Author
Avila L	4	#FB8072	Author
Mendez KM	4	#FB8072	Author
Brustad N	4	#FB8072	Author
Rasmussen MA	4	#FB8072	Author
Park HW	4	#FB8072	Author
Chen Q	4	#FB8072	Author
McElrath TF	4	#FB8072	Author
