V1	V2	coex_THY.tsv	ppi.tsv	coex_TNV.tsv	coex_PRS.tsv	coex_MSG.tsv	coex_HRA.tsv	coex_HRV.tsv	coex_WBL.tsv	coex_ATT.tsv	coex_EMS.tsv	coex_STM.tsv	HP.tsv	coex_SMU.tsv	MP.tsv	coex_VGN.tsv	coex_ITI.tsv	coex_CLT.tsv	coex_core.tsv	coex_PIT.tsv
CASQ1	PPP1R27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASQ1	HHATL	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STATH	BEST3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STATH	CACNG6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STATH	SRL	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STATH	HJV	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STATH	SMPX	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STATH	PPP1R27	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STATH	HHATL	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STATH	CASQ1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA1	BEST3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA1	LMOD2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA1	CACNG6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA1	SRL	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA1	HJV	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA1	SMPX	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA1	PPP1R27	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CHRNA1	HHATL	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA1	CASQ1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA1	STATH	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POPDC3	MIR1-1HG	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POPDC3	BEST3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POPDC3	LMOD2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POPDC3	CACNG6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POPDC3	SRL	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
POPDC3	HJV	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
POPDC3	SMPX	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
POPDC3	PPP1R27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POPDC3	HHATL	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
POPDC3	CASQ1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POPDC3	CHRNA1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUSP27	MIR1-1HG	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUSP27	BEST3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUSP27	LMOD2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DUSP27	CACNG6	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DUSP27	SRL	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DUSP27	HJV	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUSP27	SMPX	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DUSP27	PPP1R27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUSP27	HHATL	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUSP27	CASQ1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DUSP27	CHRNA1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUSP27	POPDC3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DUSP26	MIR1-1HG	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DUSP26	BEST3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUSP26	LMOD2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DUSP26	CACNG6	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DUSP26	SRL	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DUSP26	HJV	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUSP26	SMPX	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
DUSP26	PPP1R27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUSP26	HHATL	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DUSP26	CASQ1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUSP26	STATH	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUSP26	POPDC3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DUSP26	DUSP27	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DUSP26	DUSP26	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HRC	MIR1-1HG	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HRC	BEST3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HRC	LMOD2	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HRC	CACNG6	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HRC	SRL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HRC	HJV	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
HRC	SMPX	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
HRC	PPP1R27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HRC	HHATL	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
HRC	CASQ1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HRC	STATH	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HRC	POPDC3	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0
HRC	DUSP27	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
HRC	DUSP26	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
MYH4	CASQ1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CHAT	CHRNA1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
HACD1	SRL	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
HACD1	PNCK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
HACD1	SMPX	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0
HACD1	POPDC3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
HACD1	HRC	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MYLK2	MIR1-1HG	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MYLK2	LMOD2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYLK2	CACNG6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYLK2	SRL	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MYLK2	HJV	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYLK2	PPP1R27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYLK2	HHATL	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYLK2	CASQ1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYLK2	POPDC3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYLK2	DUSP27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYLK2	DUSP26	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MYLK2	HRC	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRTM1	BEST3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRTM1	LMOD2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRTM1	CACNG6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRTM1	SRL	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRTM1	HJV	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRTM1	SMPX	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRTM1	HHATL	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRTM1	CASQ1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRTM1	STATH	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRTM1	CHRNA1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRTM1	DUSP27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRTM1	HRC	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRTM1	MYLK2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMOD3	BEST3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMOD3	LMOD2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMOD3	CACNG6	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMOD3	SRL	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
LMOD3	HJV	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LMOD3	SMPX	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
LMOD3	HHATL	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMOD3	CASQ1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LMOD3	STATH	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMOD3	CHRNA1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LMOD3	POPDC3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
LMOD3	DUSP27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LMOD3	DUSP26	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LMOD3	HRC	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
LMOD3	MYH4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LMOD3	CHAT	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LMOD3	LRTM1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASB15	MIR1-1HG	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASB15	BEST3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASB15	LMOD2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASB15	CACNG6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASB15	SRL	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASB15	HJV	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ASB15	SMPX	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASB15	PPP1R27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASB15	HHATL	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASB15	CASQ1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASB15	POPDC3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASB15	DUSP27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASB15	DUSP26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASB15	HRC	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ASB15	MYLK2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASB15	LMOD3	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
UNC45B	MIR1-1HG	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC45B	BEST3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC45B	LMOD2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC45B	CACNG6	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC45B	SRL	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
UNC45B	HJV	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC45B	PNCK	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
UNC45B	SMPX	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
UNC45B	PPP1R27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC45B	HHATL	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC45B	CASQ1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC45B	STATH	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC45B	CHRNA1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC45B	POPDC3	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0
UNC45B	DUSP27	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
UNC45B	DUSP26	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC45B	HRC	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
UNC45B	HACD1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
UNC45B	MYLK2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC45B	LRTM1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC45B	LMOD3	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
UNC45B	ASB15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1S	MIR1-1HG	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CACNA1S	BEST3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1S	LMOD2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1S	CACNG6	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1S	SRL	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CACNA1S	HJV	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1S	SMPX	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CACNA1S	PPP1R27	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1S	HHATL	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1S	CASQ1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
CACNA1S	STATH	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1S	CHRNA1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1S	POPDC3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1S	DUSP27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1S	DUSP26	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
CACNA1S	HRC	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1S	MYLK2	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CACNA1S	LRTM1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1S	LMOD3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1S	ASB15	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CACNA1S	UNC45B	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAVIN4	MIR1-1HG	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAVIN4	BEST3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAVIN4	LMOD2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CAVIN4	CACNG6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAVIN4	SRL	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CAVIN4	HJV	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CAVIN4	SMPX	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CAVIN4	PPP1R27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAVIN4	HHATL	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAVIN4	CASQ1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CAVIN4	STATH	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAVIN4	CHRNA1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAVIN4	POPDC3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CAVIN4	DUSP27	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CAVIN4	DUSP26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAVIN4	HRC	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CAVIN4	HACD1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CAVIN4	MYLK2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAVIN4	LRTM1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAVIN4	LMOD3	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CAVIN4	ASB15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAVIN4	UNC45B	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CAVIN4	CACNA1S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL3L	MIR1-1HG	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL3L	BEST3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL3L	LMOD2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RPL3L	CACNG6	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL3L	SRL	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RPL3L	HJV	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RPL3L	SMPX	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RPL3L	PPP1R27	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL3L	HHATL	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RPL3L	CASQ1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL3L	STATH	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL3L	CHRNA1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL3L	POPDC3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL3L	DUSP27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL3L	DUSP26	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RPL3L	HRC	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RPL3L	MYLK2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL3L	LRTM1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL3L	LMOD3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL3L	ASB15	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RPL3L	UNC45B	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL3L	CACNA1S	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RPL3L	CAVIN4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMPD1	MIR1-1HG	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AMPD1	LMOD2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AMPD1	DUSP26	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AMPD1	MYLK2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AMPD1	LMOD3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AMPD1	ASB15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AMPD1	CACNA1S	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
FBXO40	MIR1-1HG	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO40	BEST3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
