V1	V2	coex_THY.tsv	ppi.tsv	coex_KDN.tsv	coex_LNG.tsv	coex_ATT.tsv	coex_ITI.tsv	HP.tsv	MP.tsv	coex_PIT.tsv	coex_BRO.tsv	coex_ATC.tsv	reactome_copathway.tsv	coex_EMC.tsv	coex_WBL.tsv	coex_CLT.tsv	coex_BRB.tsv	coex_PNC.tsv	coex_HRV.tsv	coex_ATA.tsv	coex_core.tsv	coex_BRC.tsv
LYN	SPOCK2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LYN	PRIM1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LYN	RASA3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LYN	RAC1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LYN	PRKDC	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LYN	FCGR3A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
LYN	BLNK	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LYN	SPIB	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAT	GPR132	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAT	PARP8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAT	ICOSLG	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAT	GZMM	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LAT	TBX21	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LAT	TBC1D10C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAT	TNFRSF4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LAT	CD40LG	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LAT	SPOCK2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LAT	AGAP2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAT	PIK3R6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAT	CCL5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CHUK	CYP26C1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHUK	KHDC3L	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHUK	CYP2C19	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHUK	PRKDC	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HLA-E	PSD4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HLA-E	AGAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HLA-E	LYN	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOP1	PRKDC	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TOP1	CHUK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
WWP2	AK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
WWP2	LYN	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
WWP2	HLA-E	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ADA	PARP8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADA	ICOSLG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ADA	GZMM	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ADA	TBX21	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ADA	TBC1D10C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADA	TNFRSF4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ADA	AK2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADA	CD40LG	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ADA	SPOCK2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ADA	RAG2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADA	AGAP2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADA	PIK3R6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADA	CCL5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ADA	LAT	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ADA	HLA-E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
IRF7	CYP26C1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF7	KHDC3L	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF7	TBX21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF7	CYP2C19	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF7	TNFRSF4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF7	AK2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF7	IL21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF7	RAG2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF7	FCGR3A	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF7	BLNK	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF7	CHUK	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF7	HLA-E	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
IRF7	ADA	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRF1	GPR132	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PRF1	GZMM	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PRF1	TBX21	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PRF1	PSD4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PRF1	TBC1D10C	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
PRF1	TNFRSF4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PRF1	CD40LG	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRF1	SPOCK2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
PRF1	FCGR3A	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRF1	CCL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PRF1	CCL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PRF1	ADA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LIG4	C16orf87	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIG4	RAG2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIG4	PRKDC	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIG4	NHEJ1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIG4	CHUK	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LIG4	TOP1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIG4	ADA	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERINC5	PARP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SERINC5	PSD4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
SERINC5	RASA3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERINC5	RAC1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SERINC5	WWP2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
JAK1	SPOCK2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAK1	PRKDC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
JAK1	HLA-E	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAK1	TOP1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFX5	CYP26C1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFX5	KHDC3L	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFX5	PARP8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RFX5	CYP2C19	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFX5	AK2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFX5	IL21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFX5	CD40LG	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFX5	RAG2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFX5	AGAP2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFX5	BLNK	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFX5	JAK1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLD3	AK2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
POLD3	PRIM1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
POLD3	TOP1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RASSF5	GPR132	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASSF5	PARP8	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASSF5	GZMM	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASSF5	TBX21	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASSF5	TBC1D10C	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RASSF5	CD40LG	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASSF5	SPOCK2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASSF5	RASA3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASSF5	AGAP2	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RASSF5	PIK3R6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RASSF5	CCL4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASSF5	CCL5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RASSF5	SPIB	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASSF5	LYN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASSF5	LAT	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASSF5	HLA-E	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASSF5	ADA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASSF5	JAK1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
APOBEC3G	GPR132	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOBEC3G	PARP8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
